left_ear,right_ear,avg_ear,mar,yaw_deg,pitch_deg,roll_deg,ear_asymmetry,nose_centrality,label_id,label_name
0.2985,0.3213,0.3778,0.2904,-3.7845,0.0337,-0.2671,0.002,0.0401,0,Attentive
0.0936,0.0046,0.1121,0.664,23.4949,6.2367,19.9546,0.0751,0.5755,3,Absent
0.2705,0.2275,0.2866,0.2289,42.984,32.0961,0.2806,0.0366,0.1744,1,Distracted
0.3272,0.3324,0.3102,0.2984,32.2273,-1.9187,16.6612,0.0148,0.4164,1,Distracted
0.2345,0.2298,0.2122,0.393,1.7047,10.493,7.472,0.0298,0.0868,2,Drowsy
0.0331,0.1096,0.0595,0.7353,25.3894,47.7673,21.292,0.0834,0.6304,3,Absent
0.28,0.278,0.3274,0.2713,-9.3595,-0.7751,3.9319,0.0284,0.0296,0,Attentive
0.2455,0.2565,0.3253,0.2335,36.4984,2.1746,3.1163,0.0291,0.2717,1,Distracted
0.2446,0.166,0.2991,0.4033,36.7738,-4.1627,1.1433,0.0208,0.2482,1,Distracted
0.27,0.2411,0.2828,0.3661,14.1269,1.9978,1.6838,0.0224,0.424,1,Distracted
0.2802,0.2828,0.3134,0.3017,-0.2597,9.3557,2.6174,0.0188,0.0437,0,Attentive
0.141,0.0125,0.0353,0.6124,76.861,16.078,13.5386,0.0686,0.7454,3,Absent
0.0842,0.0185,0.0454,0.7619,23.4038,11.4778,6.6236,0.0686,0.5924,3,Absent
0.1717,0.1043,0.1737,0.6284,-3.1678,3.3321,-1.9181,0.0522,0.1281,2,Drowsy
0.0901,0.1026,0.0816,0.6305,52.9204,22.1875,24.6683,0.0543,0.3304,3,Absent
0.1969,0.1713,0.2454,0.2936,-13.7383,2.1533,7.5521,0.0189,0.0408,2,Drowsy
0.2475,0.3391,0.2584,0.3016,12.0136,-4.6368,-0.0541,0.0089,0.0436,0,Attentive
0.1422,0.0515,0.0291,0.6658,20.5253,12.6192,13.0653,0.0793,0.6841,3,Absent
0.0808,0.1344,0.0556,0.4852,25.2535,19.1634,27.0327,0.0364,0.498,3,Absent
0.1344,0.1722,0.1695,0.3908,-0.3105,17.4776,2.4013,0.0173,0.0615,2,Drowsy
0.2175,0.2288,0.2052,0.4833,-5.8316,9.199,6.984,0.0691,0.1075,2,Drowsy
0.2694,0.317,0.2346,0.4221,45.2726,-6.84,0.7458,0.0463,0.4676,1,Distracted
0.1714,0.217,0.1799,0.5522,6.7006,4.7753,4.4381,0.0494,0.0856,2,Drowsy
0.044,0.0897,0.0728,0.6018,-9.846,12.2817,1.6743,0.0665,0.7482,3,Absent
0.313,0.3473,0.2937,0.2147,33.5133,-1.1852,8.8571,0.003,0.32,1,Distracted
0.1477,0.1495,0.2165,0.2848,-2.101,19.5746,5.2199,0.0438,0.1653,2,Drowsy
0.2896,0.2725,0.3091,0.2663,37.7785,21.4647,9.7441,0.0457,0.2351,1,Distracted
0.1488,0.2004,0.1436,0.3043,17.808,12.636,2.679,0.0399,0.1002,2,Drowsy
0.1262,0.1248,0.1301,0.5971,-2.0092,10.8477,11.6204,0.1,0.989,3,Absent
0.2408,0.1407,0.1467,0.4171,3.1333,19.6718,5.3471,0.0513,0.091,2,Drowsy
0.1582,0.14,0.1365,0.6093,-4.3049,7.7796,-0.8864,0.011,0.0683,2,Drowsy
0.1043,0.0773,0.1661,0.5845,46.1802,-0.3144,24.7634,0.0931,0.1686,3,Absent
0.2765,0.2793,0.2771,0.2084,2.4626,-2.0103,5.4103,0.0349,0.0326,0,Attentive
0.0236,0.0123,0.0384,0.6888,20.9016,28.3378,14.2036,0.0108,0.6489,3,Absent
0.3071,0.2286,0.2684,0.3073,34.206,12.5889,-1.3948,0.0419,0.2887,1,Distracted
0.275,0.3655,0.3143,0.221,-1.8911,2.3494,0.8025,0.0312,0.0556,0,Attentive
0.2284,0.2851,0.3274,0.1717,-21.0611,6.9983,3.2183,0.0091,0.0204,0,Attentive
0.0192,0.1348,0.0557,0.8696,14.3721,35.5646,-14.9616,0.0147,0.4913,3,Absent
0.0939,0.1915,0.1505,0.3692,1.9967,4.0134,3.8287,0.0384,0.005,2,Drowsy
0.1997,0.2002,0.169,0.5215,-10.865,2.3452,3.1501,0.0166,0.0101,2,Drowsy
0.0931,0.0545,0.1103,0.6248,-17.4659,28.2922,4.4096,0.0392,0.8606,3,Absent
0.2989,0.2515,0.3291,0.2133,-3.482,4.404,7.7432,0.0098,0.0519,0,Attentive
0.3097,0.284,0.321,0.1821,-4.2054,-3.7494,7.4003,0.0294,0.0646,0,Attentive
0.0411,0.0555,0.0598,0.6154,0.6441,7.791,24.1993,0.0556,0.5195,3,Absent
0.0479,0.1099,0.0487,0.5428,18.7796,1.612,34.2256,0.1078,0.4593,3,Absent
0.0,0.1841,0.0587,0.576,24.4219,28.256,23.1223,0.1032,0.8501,3,Absent
0.2765,0.3212,0.3521,0.1996,0.2819,4.6213,5.932,0.0144,0.0,0,Attentive
0.0547,0.1201,0.0573,0.4622,44.7026,3.4541,44.4206,0.0353,0.9767,3,Absent
0.312,0.3748,0.2931,0.2341,3.9326,10.5006,-5.5327,0.0003,0.0324,0,Attentive
0.2142,0.2014,0.1914,0.5365,4.7149,15.8766,7.0705,0.0328,0.1158,2,Drowsy
0.3245,0.3258,0.2854,0.2416,5.2606,1.2592,10.0367,0.0249,0.072,0,Attentive
0.2526,0.2762,0.2944,0.3746,12.7005,4.9231,-7.761,0.0306,0.3772,1,Distracted
0.3436,0.2848,0.3165,0.315,29.777,-4.0896,6.65,0.0002,0.4795,1,Distracted
0.3359,0.2978,0.2811,0.2703,38.9704,17.4977,8.6554,0.0234,0.3825,1,Distracted
0.3129,0.2008,0.2655,0.337,38.2936,-1.9652,-9.5807,0.0227,0.3428,1,Distracted
0.2255,0.2526,0.2797,0.2836,58.1154,10.8128,12.0731,0.0213,0.3188,1,Distracted
0.1277,0.2172,0.1909,0.5862,2.4498,4.6461,10.9404,0.0782,0.0804,2,Drowsy
0.2449,0.2406,0.276,0.306,36.9671,2.5734,1.9635,0.0073,0.3275,1,Distracted
0.1496,0.2037,0.0295,0.6677,22.6195,19.787,1.9821,0.0225,0.5981,3,Absent
0.1596,0.1627,0.1999,0.5435,-0.2651,6.1251,1.17,0.0134,0.0712,2,Drowsy
0.1264,0.1193,0.1464,0.6321,21.7062,9.6399,4.7447,0.0333,0.0426,2,Drowsy
0.1856,0.2113,0.2034,0.4079,3.4362,3.9085,2.9484,0.0207,0.0956,2,Drowsy
0.2811,0.2551,0.267,0.2661,44.7182,8.5157,9.9482,0.0417,0.4072,1,Distracted
0.134,0.1189,0.0975,0.7265,23.2431,24.5317,17.6523,0.05,0.7007,3,Absent
0.2882,0.253,0.2627,0.1999,-4.3775,-3.6823,4.5911,0.0149,0.0446,0,Attentive
0.3256,0.2254,0.294,0.2392,30.5744,19.4594,6.1883,0.0,0.2524,1,Distracted
0.2776,0.2969,0.3153,0.2487,1.2627,3.4086,-1.0193,0.0166,0.0,0,Attentive
0.244,0.1618,0.2617,0.228,39.1881,42.8572,9.171,0.0847,0.4069,1,Distracted
0.2931,0.257,0.3074,0.2459,51.9034,8.7425,9.0276,0.0449,0.2872,1,Distracted
0.1531,0.1488,0.1941,0.6019,4.0893,11.3967,2.3921,0.0091,0.1187,2,Drowsy
0.1409,0.1934,0.1615,0.4282,3.1628,2.5402,-0.8396,0.0078,0.0741,2,Drowsy
0.2171,0.2379,0.3148,0.2953,33.4535,4.9091,7.9122,0.013,0.3806,1,Distracted
0.3484,0.3265,0.2746,0.3229,30.2812,10.3396,2.8314,0.0453,0.4933,1,Distracted
0.2713,0.2823,0.2885,0.2928,16.419,-2.6362,7.3842,0.0,0.0142,0,Attentive
0.29,0.3123,0.2707,0.2335,27.7685,10.0178,-1.3553,0.02,0.2984,1,Distracted
0.2889,0.2578,0.3004,0.2951,-4.262,13.635,4.554,0.0303,0.0303,0,Attentive
0.3352,0.2647,0.3122,0.3091,6.8473,1.5823,-0.6415,0.0304,0.0073,0,Attentive
0.0595,0.0792,0.1505,0.7225,39.665,6.2196,28.1512,0.0692,0.2501,3,Absent
0.2421,0.2727,0.2898,0.2636,42.0203,12.8119,15.9954,0.0,0.3378,1,Distracted
0.2901,0.2263,0.2988,0.3733,51.4374,17.3443,13.5345,0.0311,0.4128,1,Distracted
0.2117,0.2566,0.3864,0.2219,48.7736,4.1405,8.0543,0.0431,0.4629,1,Distracted
0.0843,0.062,0.1392,0.7389,8.466,26.3891,30.2055,0.0082,0.3454,3,Absent
0.1175,0.0726,0.0741,0.5113,15.1822,23.6516,28.2614,0.0314,0.512,3,Absent
0.1551,0.2414,0.2254,0.5114,18.6318,25.8588,3.1238,0.0238,0.0054,2,Drowsy
0.1756,0.102,0.2016,0.5722,0.9285,6.919,3.183,0.0436,0.0785,2,Drowsy
0.2707,0.2804,0.3199,0.2092,40.0245,9.8603,2.9991,0.0477,0.4379,1,Distracted
0.1864,0.1793,0.2828,0.3833,-1.4057,13.5528,1.0242,0.0342,0.0365,2,Drowsy
0.2526,0.207,0.317,0.2383,49.3513,18.8175,8.3403,0.0423,0.2885,1,Distracted
0.2737,0.303,0.312,0.3248,-0.9597,-0.483,7.7484,0.023,0.088,0,Attentive
0.2678,0.3219,0.2507,0.244,42.1225,10.0306,8.5077,0.0348,0.398,1,Distracted
0.3075,0.3044,0.3297,0.163,43.0066,19.8374,-3.0323,0.0123,0.2649,1,Distracted
0.1837,0.1758,0.1633,0.4666,11.9717,15.1115,5.767,0.052,0.1309,2,Drowsy
0.2725,0.2838,0.244,0.2936,14.3728,20.4695,5.2798,0.0196,0.2666,1,Distracted
0.2098,0.2072,0.183,0.3323,0.598,14.7027,10.636,0.0335,0.07,2,Drowsy
0.278,0.1664,0.196,0.3944,-3.7917,2.5895,-6.4124,0.0671,0.0,2,Drowsy
0.0389,0.1827,0.056,0.8017,9.0049,15.8327,21.187,0.053,0.6263,3,Absent
0.2296,0.1387,0.1686,0.4929,13.2876,6.8382,3.5878,0.0537,0.035,2,Drowsy
0.2504,0.1464,0.1663,0.3675,5.4968,3.6932,5.199,0.0621,0.0,2,Drowsy
0.3118,0.2874,0.3072,0.3538,9.969,0.7178,8.0061,0.0159,0.0,0,Attentive
0.0992,0.0307,0.076,0.5529,4.1436,8.5209,6.9015,0.0733,0.6647,3,Absent
0.2702,0.2664,0.2811,0.2516,-10.8062,3.1564,10.4677,0.0215,0.0412,0,Attentive
0.2966,0.2415,0.2124,0.1746,19.7722,1.1114,4.0415,0.0097,0.3839,1,Distracted
0.1491,0.1636,0.2087,0.3379,16.43,-2.6972,15.6574,0.0745,0.0856,2,Drowsy
0.2564,0.2299,0.2939,0.273,53.8898,6.5409,-0.0243,0.0479,0.4425,1,Distracted
0.2202,0.2803,0.2797,0.2127,17.5854,9.1245,3.6015,0.0217,0.3417,1,Distracted
0.1873,0.2344,0.1784,0.3614,-8.9575,12.1044,5.2364,0.0271,0.121,2,Drowsy
0.0743,0.026,0.0784,0.6607,-23.2813,16.5449,0.8894,0.065,0.6774,3,Absent
0.2354,0.2104,0.3187,0.1435,32.5504,41.1768,4.9277,0.0076,0.3443,1,Distracted
0.0193,0.1202,0.0062,0.7682,7.4657,25.3985,-8.1541,0.014,0.6437,3,Absent
0.1157,0.0616,0.0941,0.5878,11.1251,-3.494,21.1449,0.0611,0.6353,3,Absent
0.0898,0.0885,0.0384,0.7845,19.6612,20.5056,26.2848,0.0203,0.5957,3,Absent
0.2978,0.2974,0.2536,0.2126,65.0381,5.1602,9.1953,0.0,0.322,1,Distracted
0.0912,0.074,0.1253,0.7997,40.7826,16.2937,2.9583,0.0797,0.277,3,Absent
0.045,0.0369,0.0,0.6667,-2.4494,17.4764,8.8547,0.0438,0.5201,3,Absent
0.2377,0.2929,0.3536,0.1728,-12.8557,-7.4943,6.4918,0.0312,0.0346,0,Attentive
0.0205,0.1318,0.0941,0.6357,-8.2789,8.8271,39.2228,0.0047,0.4997,3,Absent
0.3009,0.2944,0.3303,0.188,7.8627,10.7093,5.5817,0.0432,0.0341,0,Attentive
0.0616,0.1585,0.1056,0.6593,17.7922,34.6686,7.7256,0.0,0.5645,3,Absent
0.2573,0.3005,0.2902,0.2826,46.1664,3.3916,1.5489,0.0298,0.286,1,Distracted
0.3114,0.2755,0.308,0.1298,14.1396,7.7061,-5.5024,0.0052,0.1002,0,Attentive
0.1161,0.1205,0.0718,0.8811,28.7104,23.7094,5.8687,0.0471,0.5729,3,Absent
0.1774,0.0814,0.0376,0.5022,-2.9969,22.1054,14.9233,0.0129,0.4787,3,Absent
0.0916,0.0271,0.1198,0.7929,1.6994,15.5293,26.9363,0.05,0.2711,3,Absent
0.2877,0.2742,0.2767,0.2909,19.2377,10.3957,5.9807,0.0326,0.3284,1,Distracted
0.1634,0.1265,0.1121,0.3365,9.1398,-2.1724,2.2987,0.0789,0.078,2,Drowsy
0.3163,0.2674,0.3264,0.27,23.3457,31.7732,-5.9499,0.0152,0.2873,1,Distracted
0.1142,0.2288,0.1483,0.3397,5.9877,-0.3051,0.4644,0.0471,0.0,2,Drowsy
0.2059,0.0863,0.0648,0.6621,38.3592,19.2556,23.2167,0.0619,0.4919,3,Absent
0.1957,0.1895,0.2165,0.5927,-6.0193,-0.4031,0.0987,0.01,0.0775,2,Drowsy
0.2356,0.1344,0.1571,0.3276,-6.8616,20.7297,6.7139,0.0428,0.0537,2,Drowsy
0.2083,0.1513,0.1462,0.4393,-1.3197,-4.3426,3.0884,0.0421,0.1307,2,Drowsy
0.2486,0.3406,0.2971,0.3119,-9.7554,-1.1956,2.0262,0.0205,0.0365,0,Attentive
0.3045,0.2787,0.3091,0.2257,13.6467,4.67,0.4019,0.0284,0.2863,1,Distracted
0.2292,0.3278,0.2585,0.2597,52.4041,-1.2215,0.638,0.0146,0.5118,1,Distracted
0.2754,0.3328,0.2863,0.1832,8.7931,12.0353,14.9395,0.008,0.071,0,Attentive
0.2705,0.2998,0.3196,0.2406,12.5449,10.1506,6.5946,0.0154,0.0176,0,Attentive
0.1605,0.2066,0.1878,0.2599,4.6664,10.546,2.3572,0.0388,0.0876,2,Drowsy
0.2836,0.2936,0.3209,0.2339,-9.685,10.9805,-2.1855,0.0194,0.0634,0,Attentive
0.0746,0.1205,0.0972,0.6048,-13.4195,42.4855,6.767,0.0607,0.1667,3,Absent
0.0717,0.0921,0.1147,0.5549,-34.3704,30.1937,26.1326,0.056,0.6037,3,Absent
0.3131,0.3253,0.3098,0.2727,-9.6578,3.3516,4.3975,0.0273,0.0292,0,Attentive
0.3213,0.2955,0.246,0.1988,36.7854,8.2874,5.5243,0.0297,0.6084,1,Distracted
0.0331,0.0121,0.0997,0.5079,23.4635,47.4786,32.1332,0.0,0.2943,3,Absent
0.2762,0.2645,0.2724,0.3,32.9458,9.3389,-5.2554,0.0378,0.3411,1,Distracted
0.3146,0.3019,0.2506,0.203,1.8473,-5.4679,4.9996,0.0353,0.0866,0,Attentive
0.2947,0.2535,0.2877,0.2358,0.9506,1.3095,1.6912,0.0248,0.0762,0,Attentive
0.3495,0.2811,0.2992,0.2517,-14.7407,-5.1772,-3.4844,0.0282,0.0762,0,Attentive
0.2818,0.247,0.3435,0.1855,3.4676,9.3883,4.1086,0.0194,0.0,0,Attentive
0.0553,0.0406,0.0881,0.4763,-16.0386,13.11,13.3914,0.0528,0.4271,3,Absent
0.3077,0.2978,0.252,0.2487,3.4818,20.2427,1.0382,0.023,0.049,0,Attentive
0.1655,0.1707,0.1464,0.5346,-9.9319,15.7687,-3.0185,0.0593,0.0658,2,Drowsy
0.3482,0.2994,0.3072,0.1911,1.2426,7.2667,-5.7769,0.022,0.053,0,Attentive
0.3006,0.3093,0.3426,0.262,23.8135,6.9586,-6.8038,0.0275,0.0614,0,Attentive
0.2365,0.2841,0.3027,0.3352,53.7472,39.4525,6.5031,0.0167,0.3953,1,Distracted
0.2638,0.1609,0.1396,0.4406,11.2629,8.1393,6.428,0.0226,0.1395,2,Drowsy
0.307,0.2429,0.2867,0.3675,32.5117,11.2945,3.5449,0.0,0.3521,1,Distracted
0.1976,0.1878,0.1523,0.4088,19.6857,29.3773,11.8133,0.0496,0.0665,2,Drowsy
0.139,0.1728,0.1825,0.5197,9.0987,9.3563,4.6017,0.0544,0.0457,2,Drowsy
0.1388,0.1598,0.1825,0.4747,0.0057,14.2949,6.9523,0.0628,0.0767,2,Drowsy
0.2892,0.3069,0.2903,0.2412,27.4496,-4.3971,-0.1235,0.0692,0.2708,1,Distracted
0.2035,0.3511,0.2969,0.2775,45.882,-4.5183,1.0118,0.0276,0.4866,1,Distracted
0.2679,0.3173,0.2822,0.3222,13.7147,-29.224,6.7027,0.0015,0.3288,1,Distracted
0.3432,0.2569,0.3291,0.2505,-4.8521,6.2347,2.9953,0.014,0.0521,0,Attentive
0.3089,0.2875,0.2736,0.2652,49.0064,5.094,8.4615,0.023,0.544,1,Distracted
0.0266,0.0377,0.1101,0.6588,35.6358,35.042,6.2886,0.051,0.5474,3,Absent
0.3818,0.3485,0.2617,0.1929,30.1262,0.5302,7.7081,0.0064,0.3427,1,Distracted
0.2548,0.2517,0.2347,0.285,22.0351,-1.7742,2.4579,0.0202,0.2962,1,Distracted
0.3522,0.2321,0.2651,0.2566,51.2697,9.6506,-0.444,0.0412,0.3095,1,Distracted
0.3312,0.3417,0.25,0.2867,43.091,25.1635,9.3109,0.0358,0.4167,1,Distracted
0.1091,0.0737,0.0409,0.5832,45.8197,2.9399,20.6197,0.0565,0.4785,3,Absent
0.2222,0.2945,0.2521,0.3445,37.7032,16.0676,13.4642,0.0238,0.2926,1,Distracted
0.1639,0.1902,0.2019,0.6461,-9.2805,14.6076,7.715,0.0373,0.1115,2,Drowsy
0.047,0.079,0.1456,0.7542,23.6665,33.8596,21.5473,0.0619,0.7461,3,Absent
0.2418,0.2184,0.2373,0.3319,31.1525,3.9248,0.7042,0.0317,0.3261,1,Distracted
0.2284,0.1684,0.1492,0.5328,10.4187,8.8059,14.8878,0.0312,0.044,2,Drowsy
0.2379,0.2664,0.2778,0.3354,40.4092,5.8368,4.2001,0.0236,0.2585,1,Distracted
0.3163,0.3254,0.3129,0.2269,9.0525,-6.7615,7.2695,0.0081,0.0586,0,Attentive
0.2774,0.2315,0.3027,0.2825,36.9846,2.9326,15.4483,0.0869,0.3221,1,Distracted
0.0951,0.0867,0.032,0.7292,11.1204,13.2831,9.1134,0.0632,0.2429,3,Absent
0.0699,0.0911,0.0554,0.6259,27.0911,7.0549,28.0719,0.0856,0.6713,3,Absent
0.2937,0.3362,0.2618,0.1972,4.0101,-3.8926,-1.9626,0.0158,0.009,0,Attentive
0.3111,0.3118,0.2518,0.2361,9.7613,2.6577,-5.0259,0.0195,0.1011,0,Attentive
0.1825,0.165,0.1667,0.5577,5.4033,10.7765,-3.2865,0.0485,0.1012,2,Drowsy
0.2883,0.2978,0.2948,0.1837,21.5105,11.0254,-5.1237,0.0466,0.4372,1,Distracted
0.3055,0.3498,0.3032,0.2923,39.9097,24.1484,-0.2452,0.0278,0.3047,1,Distracted
0.1412,0.0961,0.0797,0.6781,-12.5014,8.489,19.48,0.0842,0.4399,3,Absent
0.0,0.0537,0.0912,0.3909,21.5313,22.3697,0.7981,0.0581,0.5515,3,Absent
0.2728,0.2576,0.3366,0.2387,3.5402,-6.9732,-0.7219,0.0211,0.0155,0,Attentive
0.2655,0.2871,0.1619,0.253,44.1668,6.0961,2.2026,0.0092,0.4503,1,Distracted
0.0947,0.0516,0.059,0.4749,21.7603,26.4465,37.3257,0.0641,0.4601,3,Absent
0.314,0.3296,0.2981,0.234,4.2141,-2.846,12.4477,0.0039,0.0555,0,Attentive
0.0679,0.1382,0.0697,0.5019,-8.3218,25.4409,5.8718,0.0701,0.2838,3,Absent
0.2872,0.2418,0.2593,0.3547,34.3819,13.7536,4.3089,0.0063,0.4434,1,Distracted
0.2741,0.2962,0.2772,0.2848,-0.0051,-6.1337,4.2083,0.0057,0.0249,0,Attentive
0.2759,0.1993,0.2053,0.4029,8.331,4.9609,4.5793,0.0435,0.0659,2,Drowsy
0.2661,0.2865,0.3314,0.2232,5.8676,-2.1167,5.7896,0.0269,0.1055,0,Attentive
0.2291,0.1255,0.1826,0.4124,11.6247,-1.7424,6.1504,0.0269,0.0889,2,Drowsy
0.2501,0.2917,0.2901,0.2698,42.6229,-0.2624,8.6614,0.0395,0.3878,1,Distracted
0.3308,0.3793,0.315,0.2525,8.7796,0.443,13.9398,0.0218,0.0418,0,Attentive
0.2574,0.277,0.3338,0.2405,27.866,14.7814,1.5366,0.0331,0.1948,1,Distracted
0.3072,0.3376,0.3197,0.2985,5.6148,-6.7251,1.0215,0.0306,0.0485,0,Attentive
0.3803,0.3523,0.3323,0.2602,64.1141,13.6835,10.8636,0.0336,0.3451,1,Distracted
0.2804,0.2884,0.2841,0.2604,5.8829,-3.3745,8.3553,0.0102,0.0015,0,Attentive
0.2841,0.2619,0.246,0.2777,41.8371,6.7582,-8.185,0.0554,0.369,1,Distracted
0.3065,0.3841,0.2967,0.225,30.5946,10.3159,2.9035,0.0481,0.3717,1,Distracted
0.301,0.2975,0.3248,0.2874,5.383,6.1511,1.4782,0.0378,0.0056,0,Attentive
0.2102,0.2003,0.1554,0.5385,-8.241,-5.8825,-2.3794,0.0393,0.107,2,Drowsy
0.264,0.2567,0.3292,0.292,9.7688,3.2646,-0.1493,0.0191,0.4063,1,Distracted
0.0835,0.2222,0.1272,0.4731,-2.1975,25.1417,11.198,0.0252,0.0749,2,Drowsy
0.269,0.2873,0.234,0.2883,40.9773,15.1616,11.3925,0.0145,0.2967,1,Distracted
0.1345,0.2099,0.145,0.5817,21.6543,-5.4922,-1.4238,0.0555,0.1005,2,Drowsy
0.167,0.1674,0.1676,0.5222,1.4667,19.1514,-0.0924,0.0434,0.049,2,Drowsy
0.0601,0.0297,0.117,0.6099,15.9201,0.0871,39.8596,0.1228,0.3939,3,Absent
0.0332,0.0786,0.1064,0.8735,25.4538,35.113,-4.3542,0.1104,0.6711,3,Absent
0.0561,0.0536,0.0355,0.7405,16.5547,15.235,16.318,0.0449,0.1499,3,Absent
0.1221,0.0,0.0799,0.6026,27.1407,17.0951,13.9779,0.0241,0.6969,3,Absent
0.2902,0.2596,0.293,0.2753,7.2227,-10.2977,1.3587,0.0062,0.0771,0,Attentive
0.0887,0.0465,0.1141,0.7176,5.2112,14.7727,11.0226,0.0868,0.5906,3,Absent
0.305,0.3348,0.2576,0.3466,38.3048,19.1371,6.1166,0.0559,0.3724,1,Distracted
0.2239,0.2766,0.3589,0.2679,32.8011,-4.4191,10.6756,0.0491,0.4289,1,Distracted
0.2563,0.3091,0.2863,0.3434,3.2785,-2.6154,-3.7358,0.0309,0.0329,0,Attentive
0.2642,0.277,0.2685,0.1956,28.4414,9.0238,12.3714,0.074,0.4835,1,Distracted
0.2214,0.1723,0.1481,0.295,-3.5896,-5.5112,4.2923,0.0579,0.0296,2,Drowsy
0.0848,0.0952,0.0932,0.4736,17.1852,23.7271,20.5026,0.0223,0.2962,3,Absent
0.2409,0.2779,0.253,0.2269,36.2609,-5.0507,-1.0478,0.0711,0.3959,1,Distracted
0.3485,0.263,0.2852,0.2487,5.2413,-2.6672,4.1203,0.0153,0.0496,0,Attentive
0.0255,0.0756,0.0873,0.7779,-1.037,24.2823,-3.3482,0.0631,0.5285,3,Absent
0.2206,0.3381,0.2468,0.3552,33.9171,21.7601,11.8086,0.0386,0.4009,1,Distracted
0.217,0.2963,0.3003,0.1565,44.582,18.7661,3.1293,0.055,0.4636,1,Distracted
0.3101,0.2921,0.2961,0.1895,15.7312,9.137,6.8208,0.0169,0.0,0,Attentive
0.0749,0.1735,0.1822,0.4742,-8.5128,9.7985,-1.2072,0.0238,0.1087,2,Drowsy
0.2841,0.2827,0.2931,0.1349,-9.1215,12.5681,10.2248,0.0175,0.0673,0,Attentive
0.1723,0.2785,0.1693,0.5087,-11.4407,11.456,9.7103,0.0294,0.0,2,Drowsy
0.0322,0.0536,0.0505,0.6785,21.4118,24.1886,4.9102,0.0479,0.1389,3,Absent
0.0741,0.1009,0.14,0.4852,31.8759,36.9009,-2.8406,0.0446,0.3371,3,Absent
0.1899,0.1517,0.1701,0.3365,14.0475,12.5965,9.6221,0.0643,0.0634,2,Drowsy
0.3508,0.3164,0.3024,0.3014,27.0664,7.9943,4.5325,0.041,0.5009,1,Distracted
0.2277,0.2739,0.2497,0.3344,39.8702,9.3015,0.2151,0.0376,0.4191,1,Distracted
0.2918,0.2898,0.3125,0.1822,4.7852,6.8632,5.4012,0.0006,0.0272,0,Attentive
0.2849,0.2976,0.3087,0.2256,-2.4057,3.2391,-3.4362,0.0091,0.0704,0,Attentive
0.3137,0.3502,0.2999,0.2834,-5.7336,0.2903,5.4777,0.0285,0.0412,0,Attentive
0.3629,0.2842,0.3008,0.2164,4.7862,-9.1956,-0.7302,0.0091,0.0541,0,Attentive
0.0909,0.1872,0.0478,0.4826,52.2036,-1.4629,23.1968,0.0206,0.1361,3,Absent
0.0844,0.0919,0.1075,0.7928,36.8642,28.0713,-3.7044,0.0354,0.7139,3,Absent
0.2735,0.3278,0.2632,0.2961,37.5122,9.5496,2.404,0.0378,0.2574,1,Distracted
0.0727,0.0297,0.1096,0.3884,12.2731,33.6247,9.7473,0.0285,0.4668,3,Absent
0.2251,0.2264,0.1868,0.2982,18.2373,12.4479,0.9578,0.0481,0.0196,2,Drowsy
0.2987,0.3513,0.2713,0.1373,43.0406,19.854,-4.5151,0.0335,0.3951,1,Distracted
0.0995,0.2172,0.1755,0.4056,-7.8633,7.9553,4.1678,0.0139,0.0211,2,Drowsy
0.2971,0.29,0.2922,0.1726,5.114,2.7177,5.7268,0.0209,0.0451,0,Attentive
0.2903,0.2271,0.2647,0.3327,39.2199,15.6864,7.2975,0.0625,0.3736,1,Distracted
0.3235,0.2925,0.2851,0.3211,16.9112,9.852,2.4266,0.0119,0.0251,0,Attentive
0.1257,0.1882,0.1385,0.4012,5.4607,6.3003,5.2522,0.0536,0.0337,2,Drowsy
0.284,0.2897,0.2906,0.201,-12.6587,-1.677,2.9669,0.0065,0.0505,0,Attentive
0.3336,0.2842,0.2869,0.2118,10.0094,-1.966,5.223,0.0162,0.0,0,Attentive
0.0536,0.077,0.1075,0.46,9.8515,13.9599,14.0013,0.011,0.5065,3,Absent
0.2183,0.1819,0.131,0.242,-8.2353,10.8781,4.1588,0.0358,0.0653,2,Drowsy
0.2761,0.3131,0.2721,0.38,26.86,3.8586,14.1471,0.0211,0.5101,1,Distracted
0.3124,0.3481,0.2929,0.2569,-5.689,-3.0778,2.4891,0.031,0.0423,0,Attentive
0.3293,0.342,0.2843,0.2361,-5.2905,1.5758,1.8171,0.0266,0.0827,0,Attentive
0.2478,0.0981,0.2309,0.4455,12.0206,10.9107,5.7302,0.0511,0.1124,2,Drowsy
0.1634,0.143,0.2401,0.5139,26.7761,4.2591,0.3766,0.0371,0.1351,2,Drowsy
0.2638,0.2677,0.3419,0.2027,-6.2268,10.9612,3.6928,0.0106,0.0565,0,Attentive
0.3235,0.2731,0.2808,0.2269,-15.0223,5.3518,0.6358,0.0297,0.017,0,Attentive
0.145,0.0434,0.0777,0.4454,40.7546,-8.6912,-4.7137,0.0815,0.934,3,Absent
0.2333,0.185,0.189,0.3306,11.9663,11.0387,6.8365,0.0738,0.0558,2,Drowsy
0.1205,0.0049,0.1242,0.6163,5.2651,3.5191,23.0924,0.0496,0.8678,3,Absent
0.3001,0.3321,0.3318,0.2445,-0.1059,2.6086,3.6898,0.0289,0.0501,0,Attentive
0.1242,0.1379,0.1138,0.4574,30.9287,-5.0901,15.6965,0.0562,0.612,3,Absent
0.2383,0.2948,0.2666,0.306,34.4857,10.7427,-0.4696,0.0498,0.2344,1,Distracted
